question_id,missed_columns_count,extra_columns_count,missed_columns,extra_columns,recall
479,2,28,"{'sets': ['code'], 'cards': ['setcode']}","{'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'basesetsize', 'id', 'totalsetsize', 'ispartialpreview', 'isfoilonly', 'tcgplayergroupid', 'mcmid'], 'cards': ['toughness', 'hasnonfoil', 'colors', 'type', 'manacost', 'rarity', 'faceconvertedmanacost', 'isstarter', 'isreserved', 'cardkingdomfoilid', 'id', 'scryfallid', 'hascontentwarning']}",0.5833333333333333
480,0,20,{},"{'foreign_data': ['type', 'name', 'multiverseid', 'id', 'text'], 'cards': ['toughness', 'colors', 'type', 'originaltype', 'asciiname', 'rarity', 'originaltext', 'flavorname', 'id', 'text', 'flavortext', 'artist', 'facename', 'cardkingdomfoilid', 'dueldeck']}",1.0
481,0,20,{},"{'foreign_data': ['type', 'name', 'multiverseid', 'id', 'text'], 'cards': ['colors', 'type', 'types', 'subtypes', 'availability', 'asciiname', 'rarity', 'originaltext', 'flavorname', 'id', 'colorindicator', 'text', 'flavortext', 'keywords', 'facename']}",1.0
482,1,20,{'cards': ['name']},"{'cards': ['toughness', 'types', 'subtypes', 'originaltype', 'asciiname', 'rarity', 'originaltext', 'flavorname', 'id', 'text', 'promotypes', 'artist', 'facename', 'dueldeck'], 'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text', 'name']}",0.8333333333333333
483,1,34,{'cards': ['setcode']},"{'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'name'], 'cards': ['printings', 'type', 'types', 'availability', 'asciiname', 'rarity', 'originaltext', 'flavorname', 'id', 'text', 'flavortext', 'keywords', 'artist', 'facename', 'name'], 'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'block', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'id', 'totalsetsize', 'isfoilonly', 'tcgplayergroupid', 'mcmid']}",0.8333333333333334
484,2,33,"{'cards': ['setcode'], 'sets': ['code']}","{'cards': ['colors', 'type', 'manacost', 'availability', 'asciiname', 'rarity', 'faceconvertedmanacost', 'id', 'artist', 'facename', 'flavorname', 'isreserved', 'dueldeck'], 'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text', 'name'], 'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid']}",0.75
485,0,16,{},"{'rulings': ['id', 'text'], 'cards': ['number', 'asciiname', 'rarity', 'originaltext', 'flavorname', 'isreserved', 'id', 'text', 'edhrecrank', 'watermark', 'artist', 'facename', 'originalreleasedate', 'dueldeck']}",1.0
486,2,28,"{'cards': ['setcode'], 'sets': ['code']}","{'cards': ['toughness', 'colors', 'number', 'edhrecrank', 'manacost', 'rarity', 'faceconvertedmanacost', 'isstarter', 'power', 'isreserved', 'cardkingdomfoilid', 'dueldeck', 'hascontentwarning'], 'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'mcmname', 'mtgocode', 'isonlineonly', 'basesetsize', 'id', 'totalsetsize', 'ispartialpreview', 'isfoilonly', 'tcgplayergroupid', 'mcmid']}",0.5833333333333333
487,3,27,"{'cards': ['cardkingdomid', 'setcode'], 'sets': ['code']}","{'cards': ['toughness', 'hasnonfoil', 'hascontentwarning', 'manacost', 'mtgofoilid', 'rarity', 'faceconvertedmanacost', 'hasfoil', 'power', 'scryfallillustrationid', 'dueldeck', 'scryfallid', 'name'], 'sets': ['booster', 'ispartialpreview', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'mcmid']}",0.5
488,0,13,{},"{'sets': ['type', 'isfoilonly', 'tcgplayergroupid', 'isnonfoilonly', 'parentcode', 'totalsetsize', 'block', 'mtgocode', 'isonlineonly', 'isforeignonly', 'basesetsize', 'id', 'name']}",1.0
489,0,13,{},"{'sets': ['isfoilonly', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'block', 'mcmname', 'totalsetsize', 'mtgocode', 'releasedate', 'tcgplayergroupid', 'id', 'mcmid', 'name']}",1.0
490,0,13,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'totalsetsize', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'id', 'name']}",1.0
491,0,13,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'id', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid', 'name']}",1.0
492,0,13,{},"{'sets': ['booster', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'parentcode', 'mcmname', 'id', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'totalsetsize']}",1.0
493,0,13,{},"{'sets': ['type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'id', 'mcmname', 'block', 'mtgocode', 'code', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'mcmid']}",1.0
494,0,15,{},"{'rulings': ['id', 'date'], 'cards': ['type', 'availability', 'rarity', 'originaltext', 'hasalternativedecklimit', 'isreserved', 'isfullart', 'id', 'text', 'convertedmanacost', 'facename', 'dueldeck', 'name']}",1.0
495,0,26,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'tcgplayergroupid', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'totalsetsize', 'mcmid', 'name'], 'cards': ['printings', 'istimeshifted', 'type', 'number', 'availability', 'dueldeck', 'rarity', 'artist', 'originalreleasedate', 'facename', 'flavorname', 'id', 'text']}",1.0
496,0,15,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid', 'name'], 'set_translations': ['id', 'language']}",1.0
497,0,15,{},"{'sets': ['booster', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid', 'name'], 'set_translations': ['id', 'language']}",1.0
498,1,15,{'cards': ['setcode']},"{'set_translations': ['id'], 'cards': ['toughness', 'istimeshifted', 'type', 'number', 'asciiname', 'rarity', 'id', 'artist', 'originaltext', 'facename', 'flavorname', 'isreserved', 'dueldeck', 'text']}",0.75
499,0,15,{},"{'set_translations': ['id', 'language'], 'sets': ['isfoilonly', 'tcgplayergroupid', 'isnonfoilonly', 'mcmidextras', 'block', 'id', 'mcmname', 'parentcode', 'mtgocode', 'isonlineonly', 'isforeignonly', 'releasedate', 'totalsetsize']}",1.0
500,0,14,{},"{'set_translations': ['id'], 'cards': ['type', 'number', 'watermark', 'asciiname', 'rarity', 'id', 'artist', 'facename', 'flavorname', 'isreserved', 'cardkingdomfoilid', 'dueldeck', 'text']}",1.0
501,2,27,"{'cards': ['setcode'], 'sets': ['code']}","{'cards': ['toughness', 'type', 'number', 'manacost', 'asciiname', 'rarity', 'faceconvertedmanacost', 'id', 'artist', 'flavorname', 'isreserved', 'dueldeck', 'text'], 'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'mcmid']}",0.5833333333333333
502,0,16,{},"{'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'id', 'totalsetsize', 'isfoilonly', 'tcgplayergroupid', 'mcmid', 'name'], 'set_translations': ['id', 'language']}",1.0
503,2,28,"{'sets': ['code'], 'cards': ['setcode']}","{'sets': ['booster', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'mcmid', 'name'], 'cards': ['toughness', 'type', 'types', 'subtypes', 'availability', 'originaltype', 'promotypes', 'rarity', 'id', 'artist', 'facename', 'flavorname', 'dueldeck', 'text']}",0.5
504,2,27,"{'cards': ['setcode'], 'sets': ['code']}","{'cards': ['type', 'types', 'number', 'manacost', 'availability', 'rarity', 'faceconvertedmanacost', 'isstarter', 'hasalternativedecklimit', 'isreserved', 'hascontentwarning', 'dueldeck', 'text'], 'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'mcmid']}",0.5833333333333333
505,0,15,{},"{'set_translations': ['id'], 'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'block', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'id', 'totalsetsize', 'isfoilonly', 'tcgplayergroupid', 'mcmid']}",1.0
506,3,2,"{'sets': ['isnonfoilonly', 'id', 'code']}","{'set_translations': ['translation', 'id']}",0.5
507,0,16,{},"{'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'tcgplayergroupid', 'mcmname', 'mtgocode', 'isforeignonly', 'basesetsize', 'totalsetsize', 'ispartialpreview', 'isfoilonly', 'releasedate', 'name'], 'set_translations': ['translation', 'id']}",1.0
508,0,13,{},"{'cards': ['isalternative', 'printings', 'type', 'types', 'originaltype', 'rarity', 'hasfoil', 'originaltext', 'ispromo', 'isfullart', 'id', 'hasnonfoil', 'promotypes']}",1.0
509,0,13,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'mcmname', 'mtgocode', 'isonlineonly', 'code', 'tcgplayergroupid', 'totalsetsize', 'mcmid', 'name']}",1.0
510,0,13,{},"{'cards': ['hascontentwarning', 'rarity', 'faceconvertedmanacost', 'isfullart', 'id', 'cardkingdomfoilid', 'manacost', 'isstarter', 'scryfallid', 'facename', 'scryfallillustrationid', 'uuid', 'name']}",1.0
511,0,12,{},"{'cards': ['toughness', 'hasnonfoil', 'istimeshifted', 'dueldeck', 'mtgofoilid', 'rarity', 'frameversion', 'hasfoil', 'facename', 'power', 'scryfallillustrationid', 'id']}",1.0
512,0,13,{},"{'cards': ['isalternative', 'mtgarenaid', 'hascontentwarning', 'mtgofoilid', 'rarity', 'hasalternativedecklimit', 'isfullart', 'id', 'hasnonfoil', 'isstarter', 'cardkingdomfoilid', 'uuid', 'name']}",1.0
513,0,12,{},"{'sets': ['booster', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'basesetsize', 'mcmid', 'name']}",1.0
514,1,16,{'cards': ['name']},"{'cards': ['leadershipskills', 'toughness', 'colors', 'type', 'types', 'rarity', 'faceconvertedmanacost', 'isreserved', 'id', 'text', 'edhrecrank', 'convertedmanacost', 'cardkingdomfoilid', 'dueldeck'], 'legalities': ['status', 'id']}",0.8333333333333333
515,0,14,{},"{'cards': ['leadershipskills', 'istimeshifted', 'type', 'types', 'availability', 'originaltype', 'isreserved', 'id', 'text', 'promotypes', 'artist', 'cardkingdomfoilid', 'dueldeck'], 'legalities': ['id']}",1.0
516,1,19,{'null': ['id']},"{'cards': ['type', 'number', 'rarity', 'originaltext', 'flavorname', 'isreserved', 'isfullart', 'text', 'keywords', 'facename', 'variations', 'cardkingdomfoilid', 'dueldeck'], 'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text', 'name']}",0.6666666666666666
517,1,14,{'cards': ['name']},"{'cards': ['leadershipskills', 'toughness', 'type', 'edhrecrank', 'availability', 'power', 'flavorname', 'isreserved', 'cardkingdomfoilid', 'dueldeck', 'text', 'hascontentwarning'], 'legalities': ['id', 'format']}",0.9
518,0,14,{},"{'legalities': ['id'], 'cards': ['leadershipskills', 'type', 'types', 'availability', 'number', 'promotypes', 'rarity', 'id', 'hasalternativedecklimit', 'flavorname', 'isreserved', 'dueldeck', 'text']}",1.0
519,0,15,{},"{'set_translations': ['translation', 'setcode'], 'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'mcmname', 'mtgocode', 'isonlineonly', 'code', 'tcgplayergroupid', 'totalsetsize', 'mcmid']}",1.0
520,0,15,{},"{'cards': ['leadershipskills', 'colors', 'type', 'number', 'types', 'availability', 'rarity', 'isreserved', 'isfullart', 'text', 'facename', 'scryfallillustrationid', 'dueldeck'], 'legalities': ['status', 'id']}",1.0
521,0,13,{},"{'legalities': ['id'], 'cards': ['leadershipskills', 'toughness', 'istimeshifted', 'type', 'types', 'frameeffects', 'availability', 'dueldeck', 'rarity', 'isreserved', 'id', 'text']}",1.0
522,0,14,{},"{'cards': ['leadershipskills', 'type', 'types', 'availability', 'rarity', 'isreserved', 'id', 'text', 'keywords', 'manacost', 'promotypes', 'convertedmanacost', 'dueldeck'], 'legalities': ['id']}",1.0
523,0,15,{},"{'set_translations': ['translation', 'setcode'], 'sets': ['booster', 'isfoilonly', 'tcgplayergroupid', 'mcmidextras', 'isnonfoilonly', 'mcmname', 'mtgocode', 'isforeignonly', 'code', 'basesetsize', 'totalsetsize', 'mcmid', 'name']}",1.0
524,0,12,{},"{'cards': ['colors', 'type', 'types', 'frameeffects', 'promotypes', 'rarity', 'id', 'isonlineonly', 'colorindicator', 'isreserved', 'isfullart', 'dueldeck']}",1.0
525,0,1,{},{'legalities': ['id']},1.0
526,0,13,{},"{'cards': ['isalternative', 'printings', 'type', 'number', 'types', 'rarity', 'hasfoil', 'isonlineonly', 'isreserved', 'facename', 'dueldeck', 'uuid', 'hascontentwarning']}",1.0
527,0,15,{},"{'rulings': ['id'], 'cards': ['leadershipskills', 'printings', 'type', 'types', 'availability', 'rarity', 'isreserved', 'id', 'text', 'edhrecrank', 'keywords', 'originalreleasedate', 'cardkingdomfoilid', 'dueldeck']}",1.0
528,2,29,"{'cards': ['setcode'], 'sets': ['code']}","{'cards': ['leadershipskills', 'printings', 'colors', 'type', 'types', 'availability', 'rarity', 'isreserved', 'id', 'text', 'keywords', 'promotypes', 'artist', 'dueldeck'], 'legalities': ['id'], 'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'releasedate', 'tcgplayergroupid', 'totalsetsize', 'mcmid']}",0.7222222222222222
529,0,15,{},"{'sets': ['ispartialpreview', 'type', 'isfoilonly', 'isnonfoilonly', 'tcgplayergroupid', 'block', 'totalsetsize', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'releasedate', 'id'], 'set_translations': ['translation', 'id']}",1.0
530,0,14,{},"{'cards': ['istimeshifted', 'type', 'types', 'frameeffects', 'availability', 'subtypes', 'promotypes', 'rarity', 'id', 'facename', 'dueldeck', 'text'], 'legalities': ['id', 'format']}",1.0
531,0,12,{},"{'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'views', 'upvotes', 'websiteurl', 'id', 'lastaccessdate', 'accountid']}",1.0
532,0,12,{},"{'users': ['aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'id', 'lastaccessdate', 'accountid']}",1.0
533,0,12,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'accountid']}",1.0
534,0,12,{},"{'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'upvotes', 'websiteurl', 'id', 'lastaccessdate', 'accountid']}",1.0
535,0,11,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
536,0,11,{},"{'users': ['displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
537,0,27,{},"{'posts': ['score', 'body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'title', 'tags', 'ownerdisplayname', 'creaiondate', 'lasteditordisplayname', 'favoritecount', 'answercount', 'commentcount'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
538,0,28,{},"{'posts': ['score', 'communityowneddate', 'body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'tags', 'id', 'ownerdisplayname', 'creaiondate', 'lasteditordisplayname', 'favoritecount', 'answercount', 'commentcount'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
539,0,25,{},"{'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['score', 'creaiondate', 'body', 'parentid', 'lasteditordisplayname', 'acceptedanswerid', 'lasteditoruserid', 'viewcount', 'favoritecount', 'answercount', 'tags', 'id', 'ownerdisplayname']}",1.0
540,0,26,{},"{'posts': ['score', 'body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'tags', 'id', 'ownerdisplayname', 'creaiondate', 'lasteditordisplayname', 'favoritecount', 'answercount', 'commentcount'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
541,0,25,{},"{'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['score', 'creaiondate', 'parentid', 'lasteditordisplayname', 'acceptedanswerid', 'lasteditoruserid', 'viewcount', 'title', 'answercount', 'tags', 'id', 'ownerdisplayname', 'commentcount']}",1.0
542,0,27,{},"{'posts': ['score', 'body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'title', 'tags', 'id', 'ownerdisplayname', 'creaiondate', 'lasteditordisplayname', 'favoritecount', 'answercount'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
543,0,25,{},"{'posts': ['score', 'creaiondate', 'lasteditdate', 'parentid', 'lasteditordisplayname', 'acceptedanswerid', 'lasteditoruserid', 'viewcount', 'favoritecount', 'title', 'id', 'ownerdisplayname', 'commentcount'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
544,0,26,{},"{'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['score', 'body', 'parentid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'id', 'ownerdisplayname', 'creaiondate', 'lasteditdate', 'lasteditordisplayname', 'owneruserid', 'favoritecount', 'answercount']}",1.0
545,0,25,{},"{'posts': ['score', 'body', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'title', 'tags', 'ownerdisplayname', 'creaiondate', 'favoritecount', 'answercount', 'commentcount'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
546,0,26,{},"{'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['communityowneddate', 'score', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'viewcount', 'title', 'id', 'ownerdisplayname', 'creaiondate', 'lasteditdate', 'lasteditordisplayname', 'favoritecount', 'answercount']}",1.0
547,0,26,{},"{'posts': ['communityowneddate', 'body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'viewcount', 'title', 'ownerdisplayname', 'creaiondate', 'lasteditdate', 'favoritecount', 'closeddate', 'answercount', 'commentcount'], 'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
548,0,25,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['score', 'creaiondate', 'body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'favoritecount', 'answercount', 'tags', 'id', 'ownerdisplayname']}",1.0
